ID,Class
76000,1
189378,3
140858,3
177751,3
213102,3
94740,3
25669,3
206131,1
179575,2
23867,1
164201,1
70514,1
180524,3
90634,2
2217,3
34897,3
119542,2
196000,1
139715,1
158593,2
48433,1
100208,1
7434,1
181841,1
135137,2
87599,3
166469,3
36495,2
145448,2
171004,2
8259,3
42995,3
206272,1
194106,3
85145,1
162065,3
90881,1
746,3
110204,3
168179,1
143548,3
152475,1
194469,3
149044,3
117773,1
81713,1
3457,1
70763,2
138874,3
129595,2
5419,3
8099,1
54454,3
83922,1
84740,2
58979,3
195876,3
198820,2
90492,2
191718,2
5954,3
58094,1
201346,3
134320,1
107040,1
181897,1
195559,3
73076,1
55423,1
176106,2
30520,2
81185,1
43449,2
140669,2
207569,3
73946,2
1562,3
80648,2
85716,2
196154,3
122131,3
87044,3
177715,3
88684,1
106325,1
188827,2
88109,1
170340,1
132898,1
34482,3
182954,3
40215,1
156900,3
193688,1
185966,1
25097,1
89304,3
127238,3
191975,3
38991,1
34162,2
109369,2
59406,2
168891,1
135149,3
106804,2
172703,1
144603,1
196904,2
14490,3
149092,1
17508,1
179327,1
142919,3
64594,2
41219,2
3080,1
63377,2
85333,2
205074,2
13664,3
62239,3
51320,3
163581,2
69660,2
192408,2
179019,2
64732,3
99073,3
35634,3
207318,2
145028,2
45624,1
127201,2
79729,1
23861,2
144408,1
101044,1
63855,2
197684,1
61543,3
34737,3
180822,3
212166,1
175848,1
1833,3
202941,3
61993,3
179053,2
44189,1
46091,3
89190,2
81570,2
58227,3
18163,1
104721,3
109314,3
39310,2
135038,3
4546,3
183675,3
90337,1
73315,3
88533,1
167713,3
119192,2
204679,1
187631,1
98463,3
61446,1
43148,1
172784,1
100775,2
16837,3
95957,1
188529,1
81203,2
128954,3
163331,2
2535,3
63285,3
34228,1
71895,2
164948,1
60392,1
112384,3
37881,2
145240,3
183701,1
53195,1
23535,3
209071,3
69038,1
103270,1
166151,2
136130,1
177106,1
114504,3
195602,3
17869,2
11778,2
171906,2
15657,2
6588,3
164692,2
77704,2
148664,3
42272,2
33244,3
92649,2
151791,1
19888,1
193544,3
27851,3
44404,2
44474,1
199944,2
3833,1
96299,1
103347,3
97691,3
182117,1
131126,3
94149,3
174855,3
2822,1
33175,1
144787,1
174841,1
110737,2
160572,3
19118,1
89788,2
170473,2
199600,3
159992,1
65572,2
10982,1
52951,2
108549,3
200042,3
125469,1
146415,3
140480,1
65772,2
186364,1
97582,1
104616,1
159568,3
136389,3
53094,2
147889,2
185268,3
104657,3
193028,1
16016,3
27970,2
129905,2
138176,3
167869,2
209083,3
196590,2
119778,1
66842,3
77769,2
84389,2
18175,2
179457,3
114211,2
30118,3
64736,3
36035,2
96491,3
59261,2
139479,1
79816,3
171080,2
81662,1
138461,2
138141,1
8961,1
19765,3
120536,2
113539,2
154233,2
161135,3
158935,1
151940,3
191205,3
61618,3
104170,1
185363,1
120000,1
154456,3
91021,2
58972,1
30354,3
56871,1
185870,1
209635,2
49748,1
166995,1
32034,1
100219,3
174724,1
97335,3
30609,2
161391,3
133488,3
18551,2
26030,1
24136,2
63320,1
107195,2
108924,1
63488,3
159366,1
166316,3
113843,3
133949,3
159542,1
151976,3
12393,1
54756,3
74320,1
176410,2
100764,2
15158,1
141262,1
17391,1
192161,2
53482,1
8986,2
166588,2
184311,1
208392,2
122605,3
116131,3
209677,1
56597,1
184379,3
173369,1
123674,3
170629,1
194099,1
44478,1
144507,1
198575,2
209178,1
148155,3
92212,2
59773,2
13656,3
189053,3
65025,2
118754,2
181771,1
186314,2
201659,3
199879,3
129984,3
141441,1
21468,3
56676,2
165528,1
85594,1
22886,2
12608,3
60258,1
139957,3
152587,3
19927,3
66137,1
208479,2
131168,2
75439,1
122117,1
70295,1
76012,2
58673,2
22950,3
167753,3
191453,3
36061,1
177247,2
207981,1
20938,3
85555,2
135560,3
90170,3
27842,3
186497,1
109061,2
148397,3
91356,1
141235,1
95292,1
207513,3
149111,1
57481,3
147316,1
110718,1
156442,3
140612,1
60718,3
143055,1
200522,1
41145,3
35744,2
154520,3
39278,2
115503,3
29590,2
198507,3
9742,1
3385,2
124554,3
198962,1
50291,2
52791,2
3264,2
13923,1
61377,3
68042,2
137970,3
207595,1
60844,1
61498,2
182446,2
94825,2
70913,3
11094,1
64984,1
133624,1
59210,2
78036,1
177453,1
184680,1
155046,1
137882,3
104299,3
100808,3
121863,1
52218,3
188865,3
4043,3
171162,3
142143,3
31697,2
108795,1
39836,1
58572,2
9415,2
7466,3
199258,1
206224,1
198695,1
19929,1
82694,2
183529,1
178199,3
34535,1
72009,1
166159,1
190469,2
108524,2
54364,3
135503,3
124298,3
58185,2
66774,2
185959,3
81243,3
15971,2
43247,3
135791,1
116452,1
112754,1
210314,3
159059,2
12589,1
9399,1
48155,3
19574,3
88151,1
33017,2
94706,1
149491,3
151687,2
83578,2
93671,2
208921,1
129208,2
57404,1
199779,2
19176,2
6045,2
175290,1
24452,1
39466,3
187154,2
203611,2
13141,2
18115,3
175137,2
102334,1
37782,1
152317,2
135138,1
58323,1
92559,3
91833,3
163424,3
14449,2
188075,1
106534,1
13914,2
170723,3
81116,3
4467,1
8345,2
126581,2
151860,3
36338,1
44881,1
208121,1
34190,1
81919,1
77807,2
172810,3
39303,1
22605,3
166268,2
87856,2
186804,3
37120,2
10882,2
48578,2
105705,3
88779,2
116044,2
186731,1
183512,1
192322,1
194712,2
68237,2
88497,3
41808,2
1228,2
64805,1
67903,2
99957,1
77133,2
154606,1
97524,1
162751,1
154230,2
116830,3
125832,1
162086,1
179944,3
143131,1
178389,3
93899,2
33330,1
126194,1
182330,3
124637,3
127249,2
112344,2
174003,1
67772,1
106930,2
174116,3
165535,2
150562,1
44799,2
194061,1
11081,1
104434,1
130206,3
166564,3
136452,3
6777,1
149556,2
107182,1
143103,2
35675,1
174021,1
95685,2
25099,3
161962,2
104650,2
134591,2
160767,2
133264,3
194768,3
151437,2
194026,2
91667,2
5023,3
187297,3
173227,1
113277,1
87135,3
72721,1
115872,1
33674,1
48788,2
65414,2
149863,1
154278,3
58619,3
88637,1
100906,3
105622,2
99531,2
128054,3
34558,3
82965,1
76620,1
146988,2
34501,1
31252,2
186926,1
32113,1
195187,3
182317,3
168379,1
85358,1
95675,1
35384,1
72646,3
1693,1
206799,3
91457,3
91429,1
104681,3
106352,1
25375,2
73903,2
2902,3
16184,2
175461,3
186854,2
125280,2
196863,1
175337,3
43076,2
82890,1
41881,2
12311,1
8782,1
61257,3
24860,1
100540,1
152303,3
53669,3
75175,2
45756,3
111421,3
193057,2
23897,2
51183,3
149008,2
5637,1
187424,2
128948,2
10505,2
60869,2
36890,3
5793,2
140580,1
47036,2
98972,3
96073,3
40170,1
24752,2
87257,3
34793,3
92068,1
69333,2
152248,3
139233,1
73051,2
57170,1
204858,2
74,2
157104,3
137753,3
63704,3
54966,3
121632,3
19127,2
205260,3
144504,1
86128,3
5994,1
9176,2
38735,3
206171,3
203443,2
129755,3
39633,2
62853,2
155152,1
34337,1
51344,1
35936,1
139370,2
180320,3
56777,3
180662,1
7979,2
200318,3
146877,2
187537,1
79497,1
135728,3
38661,1
84990,2
5839,2
57985,1
171037,3
112482,2
191529,3
42131,2
16839,3
154811,3
133666,3
57096,1
157952,2
117206,2
117093,1
26541,2
74957,2
211189,1
55387,2
161331,3
5383,2
163629,2
64804,1
13330,2
136090,2
26141,3
106894,3
24870,3
72586,1
77546,2
163509,3
20175,1
148163,3
98795,2
116141,3
157048,1
71776,1
170460,1
159478,2
190237,1
163281,3
60425,1
62183,2
159330,1
10465,1
116414,3
188053,1
49775,1
103550,1
146447,3
34397,1
112601,3
68991,2
87918,1
15884,2
75070,3
148729,1
126158,3
63398,1
47104,1
48169,3
29051,3
148453,3
146402,1
120937,3
106687,3
2087,1
19972,2
207139,3
197582,1
161356,3
102891,2
28623,1
180422,3
43939,2
31570,2
143440,1
144934,2
150259,3
170177,3
147874,2
103915,2
119164,1
170870,1
105213,2
166535,2
111632,3
90418,2
188286,2
31979,3
37087,3
179227,2
121331,3
32776,3
139544,1
64646,2
43706,3
113759,3
128626,3
45371,1
24297,1
165084,3
200836,1
63513,3
64775,2
85916,3
90743,1
29071,3
51198,3
199971,2
127813,3
175132,3
127822,3
131977,2
112072,2
89856,3
170294,1
48257,3
170034,2
202579,1
190267,2
213017,2
15040,1
157499,1
104557,3
194968,2
57670,1
159260,1
134945,1
37687,3
141618,3
28362,3
212703,2
78609,3
69769,3
142037,2
790,3
67967,1
96687,1
185934,2
134010,3
57218,1
19434,2
174306,2
3157,1
165025,1
60624,2
120887,3
181477,2
51537,1
119003,2
92359,3
77931,1
126985,2
156501,2
183305,2
182631,1
23453,1
32617,2
83949,2
139896,2
154313,1
111091,1
207958,2
164157,3
121064,1
193252,3
120099,3
137015,2
157982,3
133089,1
14099,1
85123,1
110726,2
46937,2
67655,1
160694,3
82841,3
66638,1
45728,2
172966,1
30328,3
196889,3
179590,1
189746,1
173034,2
103604,1
98165,1
101351,1
5790,2
172477,2
112954,1
9017,2
130518,2
90594,1
6228,2
35050,3
2413,1
125339,1
123916,3
18260,1
11189,3
20763,1
16924,3
190045,2
59326,2
137835,1
47954,2
134417,2
143317,1
113513,1
123079,2
76827,3
37849,1
93499,2
133406,3
7651,2
204914,3
14281,2
93010,2
15446,3
126783,1
176019,1
40930,1
143542,2
178707,1
202142,1
76196,3
87578,2
165368,3
157863,3
36719,3
66686,1
135849,3
38383,1
28119,2
18790,3
85196,1
108579,2
10820,1
98593,1
49942,3
149411,2
95414,1
198883,2
25918,2
138564,1
112217,1
189040,1
135357,1
178255,3
33895,3
65797,3
131097,3
199926,3
201191,3
141238,3
50898,2
19636,1
72090,2
140889,2
197188,1
174064,3
83080,3
69320,2
118718,2
148943,3
156861,1
139359,3
31247,2
10307,1
100889,3
188613,2
63347,2
32420,1
138266,1
176890,1
159215,3
66251,2
90638,1
34955,1
161394,2
140129,2
118449,1
196182,3
185680,3
64320,3
58200,3
80762,2
56118,3
8457,2
184534,1
157129,2
52186,3
153914,3
16631,1
32896,1
203497,3
211870,3
62900,2
38828,3
162068,1
17005,1
81251,2
14218,3
74488,2
111442,2
108621,2
14699,3
86243,1
138715,3
207349,3
14377,1
38932,2
195747,3
74799,3
34519,1
120927,2
46546,3
14612,1
20513,1
55498,1
134980,2
110889,3
93000,3
32689,1
113160,1
188632,3
210959,1
120310,2
183976,2
184026,3
40770,2
195026,3
82180,2
13735,1
212810,2
150607,1
175004,3
25793,1
195352,3
51013,2
77830,1
33069,3
153680,1
139844,1
169597,3
167351,2
136137,2
126697,1
79423,1
181416,3
35241,1
142119,3
75822,1
71357,3
54437,2
107871,1
45921,1
126735,2
131419,1
145900,2
203441,1
53407,2
164252,3
189802,1
67035,1
163969,3
114634,1
88502,2
101195,2
7868,3
84692,2
33710,3
47898,2
170269,1
69020,2
140485,1
83409,3
158118,1
57980,3
139663,3
41303,1
35998,1
187806,1
121377,3
198394,1
193887,3
43362,1
147299,3
102793,3
70391,2
211938,1
36551,3
84222,1
55581,1
181967,2
101664,3
17655,2
6392,3
145313,3
13548,1
36918,1
95321,2
17734,3
159879,3
65550,3
203562,3
166137,2
2687,1
136984,2
48757,3
166917,2
69480,2
158086,3
193987,1
137281,3
23665,1
172373,2
165443,1
117884,3
12928,1
89324,1
129618,1
167133,2
43047,1
140742,2
133921,3
198246,1
25868,2
37860,1
51888,1
7397,1
91583,1
26421,2
118512,3
116209,1
185034,3
37995,2
199829,2
152560,3
95795,2
71616,3
673,3
109063,3
197067,2
41032,1
99053,2
116372,2
114779,2
35982,2
43244,3
204057,3
98790,2
101013,3
69877,2
19404,3
107101,1
146189,1
20509,1
50982,2
503,3
89412,2
87981,3
2083,2
86191,2
89557,1
169766,3
148613,3
85400,1
207183,3
58297,2
112915,2
19258,2
127377,3
14969,3
145142,3
60145,3
125443,3
161399,1
210006,2
185774,3
184394,3
42178,2
193557,2
1547,2
89060,1
113192,3
109359,2
99505,3
192847,1
49656,2
68088,3
124953,1
99415,2
102770,1
37131,2
121296,1
144301,3
64173,3
23596,3
207720,1
29910,2
3579,2
86044,2
5406,2
64971,1
6529,1
124894,3
2890,3
89899,1
194098,1
130845,1
60994,2
6373,1
49587,1
180391,3
9202,3
70497,2
117135,2
73704,1
209975,3
176837,3
80203,3
193395,2
111256,2
140820,3
53296,1
23456,3
58191,3
62725,1
75509,2
51761,2
24079,1
9732,1
93893,2
111811,2
42901,1
122479,1
103169,3
179421,2
130132,3
202750,3
67233,3
60025,2
25402,3
150806,2
155602,1
101293,3
132147,3
62729,1
175073,2
107616,1
192782,3
161176,3
190094,1
169959,3
140029,1
47086,2
139696,3
158830,3
44151,2
123545,1
193714,1
137345,2
21305,1
13051,3
156768,3
51626,1
74896,3
151836,3
120519,1
12317,2
145309,1
182054,1
126995,3
48780,3
41736,1
206588,1
52631,3
104177,1
105031,2
15582,3
28817,3
155650,1
197384,2
115661,1
79706,3
194379,2
137287,3
119130,2
30444,3
156280,1
80435,3
51917,1
203975,3
119324,3
24226,1
144786,3
195788,2
116481,2
154243,2
166351,2
146812,2
119428,2
86865,3
153319,3
146078,1
165197,2
1611,1
129159,3
128810,1
203270,3
143377,2
70576,2
21780,2
178934,2
69918,1
191961,1
92551,2
201422,2
5030,1
194050,3
86408,3
34455,1
78035,3
32530,1
21860,3
102519,1
59246,3
113967,2
31619,1
198186,2
78830,2
113037,1
46514,3
172472,1
4765,3
154585,2
94808,3
17494,1
89450,3
42221,3
150529,3
27012,2
212027,3
196683,2
203261,3
168843,3
147210,2
20885,3
188125,3
62398,1
76436,2
24858,1
6857,1
38648,3
202859,3
139863,3
28329,2
23578,2
149671,2
99029,3
41921,2
149995,3
67419,3
669,3
163946,2
16165,1
164920,1
12063,2
69260,3
178186,1
145830,3
81606,2
132224,1
152620,3
47479,3
88058,3
58986,2
20091,1
115879,3
15874,2
3142,2
68589,3
102620,3
179299,1
128320,1
90617,3
28242,1
186770,3
193720,1
69055,1
15002,3
153955,1
57913,3
189885,3
201323,1
82131,3
86822,1
161341,1
107017,3
15423,3
176389,1
200364,1
86600,3
22194,3
83307,2
160707,2
44484,2
141399,3
87929,2
169485,1
127820,1
70851,3
112727,1
170403,2
43727,2
203566,2
19317,3
27736,3
208016,2
195871,2
110087,3
2082,3
119379,1
119693,3
149375,2
100147,3
43538,2
192176,1
124987,2
154335,3
107143,2
24169,1
85842,3
120517,1
199521,1
59375,1
13829,2
203788,2
183037,1
155574,3
11294,1
143168,1
11066,2
144253,2
135953,1
191625,1
28549,3
92147,1
14515,2
22739,3
59037,3
70299,3
205401,2
152251,1
55301,3
119577,1
169957,3
29458,2
142550,3
98823,1
114341,2
19828,3
119102,3
17122,1
179544,2
13039,3
199018,1
121084,1
102333,2
55943,1
43127,3
2455,3
54829,1
194166,3
150670,3
103758,1
99428,2
194378,3
63008,2
32495,2
211612,3
38682,3
144498,2
177514,3
94282,3
133686,1
196797,1
46970,1
95104,2
10265,1
37528,2
14183,1
202434,1
61968,2
172449,3
159693,2
182963,3
198758,1
165444,3
172694,2
78655,1
9237,2
174505,2
39934,3
161542,2
18597,3
211269,1
183252,2
122755,3
7879,3
164162,3
121373,3
208455,3
15140,3
200101,1
87714,1
173520,1
182329,3
156157,3
43058,3
125974,3
175647,3
89441,1
130234,2
154244,3
88999,1
128863,3
19480,3
22963,1
11275,1
179815,3
125503,3
172167,1
122912,1
9465,1
161010,3
126690,3
203653,1
75708,2
116146,1
28684,3
202724,2
140239,3
37921,2
26815,2
19711,2
170761,3
118572,1
90656,3
121423,1
25785,1
139568,2
23525,2
134245,2
212082,3
73990,3
27312,1
10081,3
60380,3
43432,2
182944,3
54667,3
142192,1
187539,1
69182,1
180486,1
43936,3
195121,3
140513,3
145779,2
63222,2
157331,3
91699,3
76867,1
26570,2
66460,2
204323,3
86455,2
90219,3
77858,1
46160,2
143044,1
202539,1
97467,3
162025,2
139514,1
185565,2
89012,3
207415,1
187479,1
186866,2
72783,2
24424,1
64157,1
61561,3
159467,3
113157,1
171145,1
5114,1
47807,3
119422,3
27484,3
123367,3
189315,2
39734,3
16170,2
18612,1
66731,1
46171,1
67721,3
193432,2
56489,3
20828,2
212167,1
151813,1
7583,3
108883,1
169468,1
111921,1
122300,3
157745,1
183070,2
35048,2
160529,1
179478,3
14462,3
210121,3
114113,3
183908,1
175707,3
178933,3
69975,2
134422,1
3061,2
139188,1
56092,3
163500,1
19402,3
94468,1
122239,3
158834,3
179948,3
196991,3
61379,3
67274,1
26917,3
83211,1
150201,2
97150,1
1743,1
147235,2
177993,1
14635,3
206293,3
45045,1
170150,1
113735,3
101102,1
53971,1
188913,2
129373,1
18087,1
172569,3
139991,2
129660,3
46821,2
205824,1
37397,2
58095,1
3099,3
68629,3
176179,2
64211,3
130516,1
191745,1
96348,1
108315,1
27345,1
200273,2
92931,3
29903,3
162266,2
166282,2
30143,3
96397,2
204939,1
115456,3
80910,1
73472,2
80338,1
107127,3
197922,2
85047,3
3114,2
141320,3
189224,1
40063,2
108918,2
102613,3
211224,3
23974,2
68235,3
106858,3
134859,2
47471,3
186520,3
118309,1
132235,3
142676,1
148117,1
205848,2
30403,3
53769,1
10712,3
87181,1
87177,3
209067,3
208179,2
191343,2
25337,3
186490,1
167245,1
12982,3
27169,3
186051,1
89376,3
110508,2
59366,1
86675,2
7199,2
39999,1
180490,3
21160,1
156599,1
99451,3
200828,2
12065,3
68649,1
15262,3
20060,1
64141,2
84512,1
78752,1
159945,3
147335,3
137026,2
146284,2
128787,3
171623,1
63680,2
201464,1
123619,3
52715,1
197118,2
80113,1
19605,1
148267,3
105112,1
2845,2
150892,2
202378,3
28561,2
109102,1
101054,1
159829,1
165873,3
45633,2
116775,2
15190,2
152977,3
165536,2
56562,3
121830,3
129526,3
19547,1
159383,3
133584,2
129440,3
85949,2
55400,1
64837,3
65750,1
11214,3
111568,1
50837,2
78168,2
206929,2
130080,1
189781,2
102876,2
42342,1
32555,2
185689,2
111688,1
201838,2
136396,1
104824,2
209265,3
4360,3
50539,3
70495,3
154346,2
72962,2
13305,2
154806,1
173120,2
77279,3
5018,3
2820,1
211936,3
70307,2
142342,2
115578,1
126104,2
131979,2
140677,2
3651,1
123397,2
154131,2
44294,1
201329,1
82256,3
7271,2
172995,2
84454,3
17518,2
23542,3
38036,3
30983,2
178904,3
108776,1
113869,1
1661,3
193021,2
147735,1
86228,3
104230,1
209383,2
103075,3
33959,1
13047,3
163367,3
113990,3
99572,1
139836,2
135083,1
71152,3
152301,1
169760,2
89957,1
115650,1
21328,3
72176,2
89270,2
168718,1
54306,2
87403,2
88053,2
153546,3
63805,2
131077,2
6143,3
197458,1
174367,3
195110,1
44221,1
181233,2
94045,3
189741,1
31621,2
184378,1
35305,3
195632,3
67894,2
160043,1
60182,3
58141,2
33122,3
185964,1
131151,3
86761,3
28288,3
13590,1
12574,1
29110,2
2429,2
104480,2
206240,3
883,1
25616,3
119213,2
97168,2
84654,1
143630,3
201683,2
27089,1
202415,3
161479,2
153848,3
49812,1
66859,2
34733,1
132696,1
117261,2
152221,2
103546,1
198100,2
11480,2
159751,1
203636,3
23274,3
14987,1
65835,1
32353,2
64197,2
41631,2
189229,3
193551,2
105682,1
164033,3
128686,1
47137,3
37858,1
86725,3
94478,2
62321,2
178560,2
163037,3
159337,3
177307,2
208160,1
186807,2
212196,1
36454,1
197846,3
86056,2
73258,2
14378,2
13494,3
4695,3
127751,2
99888,2
84484,3
147800,2
77650,2
77041,1
92634,1
209725,3
3326,1
83065,1
30455,2
142066,3
158424,1
91473,3
141147,1
146978,2
71620,1
130613,3
167588,2
94126,1
32657,1
35218,2
82239,3
189659,3
182574,2
127866,2
13134,1
209825,1
94080,3
152996,2
130862,1
185275,2
152450,1
143593,2
119010,1
194947,2
162128,1
45916,1
62208,3
125078,3
1786,3
205403,3
7057,2
190800,1
190136,1
13751,2
5457,2
101902,2
206778,3
184179,3
112507,3
145411,3
154027,3
110484,2
206358,1
124773,2
152358,3
179847,3
172407,3
130842,2
148690,3
23803,1
119044,2
147594,3
99769,1
64293,1
74404,1
57752,3
37658,1
104651,3
13703,2
60659,2
164149,2
42456,2
31642,2
180457,2
13596,1
73241,3
131943,2
31934,1
153000,3
4599,3
181323,2
212110,3
81208,2
143710,2
122551,3
155791,1
77775,3
147620,3
159063,3
117050,3
114017,2
16811,1
171148,3
137489,1
26154,2
45943,3
1346,3
46786,2
144483,3
121776,3
111278,2
126944,1
19243,2
6508,1
44930,2
52744,2
64637,3
19885,3
196558,1
145965,2
6310,2
134435,3
157791,1
52097,2
74101,2
205768,3
31630,3
125481,2
81110,3
168235,2
70330,3
77752,1
166933,3
114393,3
10043,2
96498,3
23344,2
145281,1
140539,2
135112,3
17076,2
163537,2
17194,3
61073,2
32105,3
18743,2
55846,2
197045,1
181700,1
167578,2
61458,1
60219,2
93300,3
60265,1
51677,3
171983,3
177112,2
101473,1
61690,1
100687,1
17523,3
69077,1
109219,3
159703,2
121629,3
202821,2
158808,2
86951,3
9673,2
89987,3
31473,1
210425,3
23349,1
146738,3
39665,3
94236,3
180146,3
145213,2
135808,1
109048,2
130110,3
139036,1
101510,2
182839,3
115825,3
83063,3
129416,2
4900,2
193706,3
51482,3
85518,3
110286,2
86689,2
76668,3
189683,3
26952,3
83470,1
50213,2
88522,2
60828,1
85005,3
163977,1
66014,2
210656,2
188712,1
770,2
192407,3
177261,1
33398,3
82290,3
116986,3
194757,3
28239,3
28253,1
74905,1
60584,3
152826,3
4964,2
8874,1
40847,3
85328,3
45853,2
54582,3
82700,1
158840,1
65849,3
47450,3
184914,1
154621,1
200662,3
204113,3
61607,3
157567,1
190648,2
27162,1
43824,2
179220,1
142670,2
90299,2
105088,3
152550,3
118790,1
65029,2
21077,3
13354,1
9944,3
137868,2
171497,3
168970,1
104552,1
176722,2
146175,2
190727,2
159557,3
144476,3
96391,3
195782,2
117992,1
205132,2
119616,1
23374,1
135263,3
193331,3
85422,3
122900,3
40548,1
50802,3
169696,3
196517,3
198690,2
142068,1
183933,1
25999,3
157142,1
48419,2
40726,2
26670,2
195159,2
122261,2
7860,3
185803,2
208476,2
188044,1
157159,2
161240,2
125483,2
159586,3
27050,3
209767,1
21037,2
175447,1
171848,1
212314,3
162886,3
155743,2
139130,1
130617,2
111068,1
18440,1
103404,2
147742,3
115137,3
47064,1
70609,3
22188,1
174062,3
134055,2
56303,1
118913,2
145648,2
119411,1
98388,2
90982,3
165928,2
116061,1
100397,3
64514,3
132701,1
14170,1
3398,3
42365,2
72233,3
55950,3
100074,1
160320,1
206960,1
30938,2
80013,1
205747,1
18544,3
64573,1
51478,2
141694,2
212868,2
131484,1
110823,3
174932,1
200609,3
178260,3
27967,2
50186,3
192157,1
142765,3
81314,3
105856,1
190359,2
154669,3
112125,3
68942,1
122720,3
107141,2
13022,1
205879,3
20462,2
172305,2
207372,2
97475,2
102614,3
174801,2
142428,3
5417,3
23452,3
101958,3
22682,1
158472,2
119611,2
205778,3
203895,3
159118,3
4995,2
115149,3
74274,3
6078,2
38538,3
57180,1
177645,1
87848,1
157842,1
99559,1
129831,1
136852,1
89720,2
210531,1
104008,1
187086,1
147753,3
185917,2
83343,1
10179,3
67110,3
62163,1
127849,2
62478,2
94489,2
138718,1
116959,2
194820,2
142720,1
207058,1
197802,2
200797,3
46667,2
23256,1
143483,1
105874,2
149380,2
202462,2
169571,2
162695,2
57353,3
126148,1
153519,1
36971,2
187999,1
5881,2
175419,1
79075,1
51676,2
32256,1
63801,1
31763,2
26280,3
74619,3
13577,2
110323,3
208284,3
169724,2
88606,2
16960,3
65026,1
190700,1
7691,2
72054,2
88505,1
2311,1
175761,2
85279,3
63825,2
207678,1
39023,2
166964,3
149472,3
203062,1
45669,2
18609,2
58916,1
125604,1
89677,3
133346,3
130872,1
74628,2
33496,3
46300,2
71591,3
181816,3
68304,1
114774,3
207000,3
28901,1
141075,2
126356,1
208942,2
115441,3
90938,1
29646,2
212879,2
49184,1
46579,2
129949,3
159932,3
198356,2
38119,2
137790,1
211071,3
45788,3
170342,2
98380,2
101941,2
108686,2
117997,1
37761,3
207999,2
33864,1
145908,1
23868,2
111543,3
111320,2
33142,3
65972,1
162493,3
42886,1
57761,1
92233,3
165531,2
5658,1
208632,3
86716,2
65371,1
123505,2
28621,3
76114,2
96458,2
189117,3
113573,3
70406,3
98722,2
100912,2
30586,1
207702,2
99641,2
186601,1
153542,2
185971,1
156309,1
68937,1
20036,1
182967,2
15849,3
170960,2
178925,2
77530,2
40568,2
139164,2
62891,3
144832,3
165261,3
122427,3
31235,2
155635,1
172478,2
108632,1
29058,3
60151,2
155919,1
206561,2
124641,2
60424,3
21633,1
189488,3
15890,1
65743,1
56342,2
55933,2
127279,2
107563,1
82786,2
180403,3
111389,2
84469,1
83205,3
92250,1
146906,2
31749,2
64043,1
184986,1
130487,3
54256,2
155834,2
110499,2
131620,3
50020,1
160108,2
87450,2
27450,2
134647,1
232,2
111824,2
133439,2
43279,2
176008,2
16223,2
165419,2
138256,3
58847,1
177029,1
53576,2
71715,2
160069,1
103170,1
206869,2
26216,3
1849,2
115225,2
179121,2
172825,2
112924,1
137340,1
3530,1
186833,1
65613,3
52546,2
40829,1
197852,1
115159,2
47753,1
16783,2
198074,2
25907,3
163935,3
194577,3
277,1
80775,2
73569,1
145490,2
131069,2
169867,3
18275,2
195583,1
66821,1
18360,3
13742,2
162138,1
107807,1
142355,3
120036,2
43692,3
130970,1
70450,3
100383,3
211730,2
76169,1
27562,1
45269,1
148617,3
195127,3
46636,1
142971,1
31560,3
118003,1
4848,1
196941,3
61687,3
8308,2
196801,2
171112,3
196933,2
58781,3
110313,3
76101,1
150577,3
7181,2
66833,1
147561,3
34009,1
183756,1
132283,1
197622,3
56814,2
57277,3
12278,1
74595,1
89594,1
83475,3
204559,3
14187,1
140497,1
133813,1
127314,2
62266,2
183347,2
183472,1
23323,2
65253,2
33421,2
87221,1
157714,3
169279,3
64495,1
209824,2
51043,1
203575,2
74639,1
14743,2
138962,3
12369,3
128696,1
129272,1
77656,3
67723,2
54980,3
8834,1
163987,1
13721,1
70524,3
86737,3
159650,1
173378,1
152047,1
16092,2
53141,2
209371,1
166221,3
110976,1
60209,1
195857,2
5194,2
83181,3
139351,1
133018,2
66289,2
196075,2
68516,2
18550,2
89383,2
195723,2
94847,1
181201,3
9244,1
92355,3
212476,3
42169,3
106027,1
42350,2
28810,2
200312,3
36423,3
175710,3
24336,1
104778,2
181158,1
93525,2
68944,3
183727,3
44623,2
142249,2
142726,1
52589,1
13814,1
14206,1
178637,2
82314,2
43833,3
73824,2
106886,3
7950,2
68604,3
44338,1
138935,3
95914,1
179370,3
91878,2
156884,2
173658,2
65285,2
193147,1
87787,3
29130,3
139560,2
121180,2
70914,2
99488,2
185370,3
165630,2
86175,2
91316,3
58490,2
127699,2
613,2
153166,3
136855,3
211884,2
108382,1
149273,2
63993,1
1483,3
210129,2
176031,1
166293,2
206898,1
175986,3
124036,3
43643,3
27401,2
39072,3
113024,2
128389,2
109073,2
139695,2
80473,3
127841,2
20159,3
157979,1
173488,2
147884,3
98653,3
138359,3
86506,2
175148,3
179845,1
53001,1
158829,3
160949,1
58541,2
201543,2
45553,3
163608,3
59212,2
120832,3
2129,2
152675,1
95857,1
82565,1
109028,3
118795,3
157812,2
197219,3
128613,3
82296,1
213183,2
71747,2
37901,1
40848,3
126654,1
192364,3
135042,1
172580,1
15489,2
70631,3
115451,3
69503,1
147881,3
37151,1
66625,2
124588,1
168582,1
72237,3
72613,2
46106,1
114553,1
195345,1
74324,3
35369,2
88579,1
100737,2
47936,1
32846,2
166742,3
29501,1
57203,1
83207,2
76312,2
197431,1
171587,2
202411,1
144649,1
40760,3
14452,2
